ID	cell_name	defination	description
CL:1000346	vacuolar absorptive cell of epithelium proper of large intestine	Merged Definition: Target Definition: A Columnar Cell Of The Colon That Is Part Of The Epithelium Proper Of Large Intestine. Source Definition: An Enterocyte That Is Part Of The Epithelium Proper Of Large Intestine.	vacuolar absorptive cell of epithelium proper of large intestine Merged Definition: Target Definition: A Columnar Cell Of The Colon That Is Part Of The Epithelium Proper Of Large Intestine. Source Definition: An Enterocyte That Is Part Of The Epithelium Proper Of Large Intestine.
CL:1000347	vacuolar absorptive cell of epithelium of colon	A Columnar Cell Of The Colon That Is Part Of The Colonic Epithelium.	vacuolar absorptive cell of epithelium of colon A Columnar Cell Of The Colon That Is Part Of The Colonic Epithelium.
CL:1000348	basal cell of epithelium of trachea	A Basal Cell That Is Part Of The Epithelium Of Trachea.	basal cell of epithelium of trachea A Basal Cell That Is Part Of The Epithelium Of Trachea.
CL:1000349	basal cell of epithelium of bronchus	A Basal Cell Found In The Bronchus Epithelium.	basal cell of epithelium of bronchus A Basal Cell Found In The Bronchus Epithelium.
CL:1000350	basal cell of epithelium of terminal bronchiole	A Basal Cell That Is Part Of The Epithelium Of Terminal Bronchiole.	basal cell of epithelium of terminal bronchiole A Basal Cell That Is Part Of The Epithelium Of Terminal Bronchiole.
CL:1000351	basal cell of epithelium of respiratory bronchiole	A Basal Cell That Is Part Of The Epithelium Of Respiratory Bronchiole.	basal cell of epithelium of respiratory bronchiole A Basal Cell That Is Part Of The Epithelium Of Respiratory Bronchiole.
CL:1000352	basal cell of epithelium of lobular bronchiole	A Basal Cell That Is Part Of The Epithelium Of Bronchiole.	basal cell of epithelium of lobular bronchiole A Basal Cell That Is Part Of The Epithelium Of Bronchiole.
CL:1000353	microfold cell of epithelium of small intestine	A M Cell That Is Part Of The Epithelium Of Small Intestine.	microfold cell of epithelium of small intestine A M Cell That Is Part Of The Epithelium Of Small Intestine.
CL:1000354	microfold cell of epithelium of intestinal villus	A M Cell That Is Part Of The Epithelium Of Intestinal Villus.	microfold cell of epithelium of intestinal villus A M Cell That Is Part Of The Epithelium Of Intestinal Villus.
CL:1000355	microfold cell of epithelium proper of small intestine	A M Cell That Is Part Of The Epithelium Proper Of Small Intestine.	microfold cell of epithelium proper of small intestine A M Cell That Is Part Of The Epithelium Proper Of Small Intestine.
CL:1000356	microfold cell of epithelium proper of duodenum	A M Cell That Is Part Of The Epithelium Proper Of Duodenum.	microfold cell of epithelium proper of duodenum A M Cell That Is Part Of The Epithelium Proper Of Duodenum.
CL:1000357	microfold cell of epithelium proper of jejunum	A M Cell That Is Part Of The Epithelium Proper Of Jejunum.	microfold cell of epithelium proper of jejunum A M Cell That Is Part Of The Epithelium Proper Of Jejunum.
CL:1000358	microfold cell of epithelium proper of ileum	A M Cell That Is Part Of The Epithelium Proper Of Ileum.	microfold cell of epithelium proper of ileum A M Cell That Is Part Of The Epithelium Proper Of Ileum.
CL:1000359	microfold cell of epithelium proper of appendix	A M Cell That Is Part Of The Epithelium Proper Of Appendix.	microfold cell of epithelium proper of appendix A M Cell That Is Part Of The Epithelium Proper Of Appendix.
CL:1000360	microfold cell of epithelium proper of large intestine	A M Cell That Is Part Of The Epithelium Proper Of Large Intestine.	microfold cell of epithelium proper of large intestine A M Cell That Is Part Of The Epithelium Proper Of Large Intestine.
CL:1000361	transitional myocyte of interatrial septum	A Transitional Myocyte That Is Part Of The Interatrial Septum.	transitional myocyte of interatrial septum A Transitional Myocyte That Is Part Of The Interatrial Septum.
CL:1000362	transitional myocyte of interventricular septum	A Transitional Myocyte That Is Part Of The Interventricular Septum.	transitional myocyte of interventricular septum A Transitional Myocyte That Is Part Of The Interventricular Septum.
CL:1000363	transitional myocyte of atrial branch of anterior internodal tract	A Transitional Myocyte That Is Part Of The Atrial Branch Of Anterior Internodal Tract.	transitional myocyte of atrial branch of anterior internodal tract A Transitional Myocyte That Is Part Of The Atrial Branch Of Anterior Internodal Tract.
CL:1000364	transitional myocyte of anterior internodal tract	A Transitional Myocyte That Is Part Of The Anterior Internodal Tract.	transitional myocyte of anterior internodal tract A Transitional Myocyte That Is Part Of The Anterior Internodal Tract.
CL:1000365	transitional myocyte of atrial septal branch of anterior internodal tract	A Transitional Myocyte That Is Part Of The Atrial Septal Branch Of Anterior Internodal Tract.	transitional myocyte of atrial septal branch of anterior internodal tract A Transitional Myocyte That Is Part Of The Atrial Septal Branch Of Anterior Internodal Tract.
CL:1000366	transitional myocyte of middle internodal tract	A Transitional Myocyte That Is Part Of The Middle Internodal Tract.	transitional myocyte of middle internodal tract A Transitional Myocyte That Is Part Of The Middle Internodal Tract.
CL:1000367	transitional myocyte of posterior internodal tract	A Transitional Myocyte That Is Part Of The Posterior Internodal Tract.	transitional myocyte of posterior internodal tract A Transitional Myocyte That Is Part Of The Posterior Internodal Tract.
CL:1000368	transitional myocyte of anterior division of left branch of atrioventricular bundle	A Transitional Myocyte That Is Part Of The Anterior Division Of Left Branch Of Atrioventricular Bundle.	transitional myocyte of anterior division of left branch of atrioventricular bundle A Transitional Myocyte That Is Part Of The Anterior Division Of Left Branch Of Atrioventricular Bundle.
CL:1000369	transitional myocyte of septal division of left branch of atrioventricular bundle	A Transitional Myocyte That Is Part Of The Septal Division Of Left Branch Of Atrioventricular Bundle.	transitional myocyte of septal division of left branch of atrioventricular bundle A Transitional Myocyte That Is Part Of The Septal Division Of Left Branch Of Atrioventricular Bundle.
CL:1000370	transitional myocyte of left branch of atrioventricular bundle	A Transitional Myocyte That Is Part Of The Left Branch Of Atrioventricular Bundle.	transitional myocyte of left branch of atrioventricular bundle A Transitional Myocyte That Is Part Of The Left Branch Of Atrioventricular Bundle.
CL:1000371	transitional myocyte of right branch of atrioventricular bundle	A Transitional Myocyte That Is Part Of The Right Branch Of Atrioventricular Bundle.	transitional myocyte of right branch of atrioventricular bundle A Transitional Myocyte That Is Part Of The Right Branch Of Atrioventricular Bundle.
CL:1000372	transitional myocyte of atrial part of atrioventricular bundle	A Transitional Myocyte That Is Part Of The Atrial Part Of Atrioventricular Bundle.	transitional myocyte of atrial part of atrioventricular bundle A Transitional Myocyte That Is Part Of The Atrial Part Of Atrioventricular Bundle.
CL:1000373	transitional myocyte of ventricular part of atrioventricular bundle	A Transitional Myocyte That Is Part Of The Ventricular Part Of Atrioventricular Bundle.	transitional myocyte of ventricular part of atrioventricular bundle A Transitional Myocyte That Is Part Of The Ventricular Part Of Atrioventricular Bundle.
CL:1000374	transitional myocyte of posterior division of left branch of atrioventricular bundle	A Transitional Myocyte That Is Part Of The Posterior Division Of Left Branch Of Atrioventricular Bundle.	transitional myocyte of posterior division of left branch of atrioventricular bundle A Transitional Myocyte That Is Part Of The Posterior Division Of Left Branch Of Atrioventricular Bundle.
CL:1000375	myocardial endocrine cell of septal division of left branch of atrioventricular bundle	A Myocardial Endocrine Cell That Is Part Of The Septal Division Of Left Branch Of Atrioventricular Bundle.	myocardial endocrine cell of septal division of left branch of atrioventricular bundle A Myocardial Endocrine Cell That Is Part Of The Septal Division Of Left Branch Of Atrioventricular Bundle.
CL:1000376	Purkinje myocyte of interventricular septum	A Purkinje Myocyte That Is Part Of The Interventricular Septum.	Purkinje myocyte of interventricular septum A Purkinje Myocyte That Is Part Of The Interventricular Septum.
CL:1000378	type 1 vestibular sensory cell of stato-acoustic epithelium	A Type I Vestibular Sensory Cell That Is Part Of The Stato-Acoustic Epithelium.	type 1 vestibular sensory cell of stato-acoustic epithelium A Type I Vestibular Sensory Cell That Is Part Of The Stato-Acoustic Epithelium.
CL:1000379	type 1 vestibular sensory cell of epithelium of macula of utricle of membranous labyrinth	A Type I Vestibular Sensory Cell That Is Part Of The Epithelium Of Macula Of Utricle Of Membranous Labyrinth.	type 1 vestibular sensory cell of epithelium of macula of utricle of membranous labyrinth A Type I Vestibular Sensory Cell That Is Part Of The Epithelium Of Macula Of Utricle Of Membranous Labyrinth.
CL:1000380	type 1 vestibular sensory cell of epithelium of macula of saccule of membranous labyrinth	A Type I Vestibular Sensory Cell That Is Part Of The Epithelium Of Macula Of Saccule Of Membranous Labyrinth.	type 1 vestibular sensory cell of epithelium of macula of saccule of membranous labyrinth A Type I Vestibular Sensory Cell That Is Part Of The Epithelium Of Macula Of Saccule Of Membranous Labyrinth.
CL:1000381	type 1 vestibular sensory cell of epithelium of crista of ampulla of semicircular duct of membranous labyrinth	A Type I Vestibular Sensory Cell That Is Part Of The Epithelium Of Crista Of Ampulla Of Semicircular Duct Of Membranous Labyrinth.	type 1 vestibular sensory cell of epithelium of crista of ampulla of semicircular duct of membranous labyrinth A Type I Vestibular Sensory Cell That Is Part Of The Epithelium Of Crista Of Ampulla Of Semicircular Duct Of Membranous Labyrinth.
CL:1000382	type 2 vestibular sensory cell of stato-acoustic epithelium	A Type Ii Vestibular Sensory Cell That Is Part Of The Stato-Acoustic Epithelium.	type 2 vestibular sensory cell of stato-acoustic epithelium A Type Ii Vestibular Sensory Cell That Is Part Of The Stato-Acoustic Epithelium.
CL:1000383	type 2 vestibular sensory cell of epithelium of macula of utricle of membranous labyrinth	A Type Ii Vestibular Sensory Cell That Is Part Of The Epithelium Of Macula Of Utricle Of Membranous Labyrinth.	type 2 vestibular sensory cell of epithelium of macula of utricle of membranous labyrinth A Type Ii Vestibular Sensory Cell That Is Part Of The Epithelium Of Macula Of Utricle Of Membranous Labyrinth.
CL:1000384	type 2 vestibular sensory cell of epithelium of macula of saccule of membranous labyrinth	A Type Ii Vestibular Sensory Cell That Is Part Of The Epithelium Of Macula Of Saccule Of Membranous Labyrinth.	type 2 vestibular sensory cell of epithelium of macula of saccule of membranous labyrinth A Type Ii Vestibular Sensory Cell That Is Part Of The Epithelium Of Macula Of Saccule Of Membranous Labyrinth.
CL:1000385	type 2 vestibular sensory cell of epithelium of crista of ampulla of semicircular duct of membranous labyrinth	A Type Ii Vestibular Sensory Cell That Is Part Of The Epithelium Of Crista Of Ampulla Of Semicircular Duct Of Membranous Labyrinth.	type 2 vestibular sensory cell of epithelium of crista of ampulla of semicircular duct of membranous labyrinth A Type Ii Vestibular Sensory Cell That Is Part Of The Epithelium Of Crista Of Ampulla Of Semicircular Duct Of Membranous Labyrinth.
CL:1000391	melanocyte of eyelid	A Melanocyte That Is Part Of The Eyelid.	melanocyte of eyelid A Melanocyte That Is Part Of The Eyelid.
CL:1000394	myoepithelial cell of intralobular lactiferous duct	A Myoepithelial Cell That Is Part Of The Intralobular Part Of Terminal Lactiferous Duct.	myoepithelial cell of intralobular lactiferous duct A Myoepithelial Cell That Is Part Of The Intralobular Part Of Terminal Lactiferous Duct.
CL:1000397	endothelial cell of venous sinus of red pulp of spleen	An Endothelial Cell That Is Part Of The Venous Sinus Of Red Pulp Of Spleen.	endothelial cell of venous sinus of red pulp of spleen An Endothelial Cell That Is Part Of The Venous Sinus Of Red Pulp Of Spleen.
CL:1000398	endothelial cell of hepatic sinusoid	An Endothelial Cell That Is Part Of The Hepatic Sinusoid.	endothelial cell of hepatic sinusoid An Endothelial Cell That Is Part Of The Hepatic Sinusoid.
CL:1000405	epithelial cell of appendix	An Epithelial Cell That Is Part Of The Appendix.	epithelial cell of appendix An Epithelial Cell That Is Part Of The Appendix.
CL:1000409	myocyte of sinoatrial node	A Muscle Cell That Is Part Of The Sinoatrial Node.	myocyte of sinoatrial node A Muscle Cell That Is Part Of The Sinoatrial Node.
CL:1000410	myocyte of atrioventricular node	A Muscle Cell That Is Part Of The Atrioventricular Node.	myocyte of atrioventricular node A Muscle Cell That Is Part Of The Atrioventricular Node.
CL:1000411	endothelial cell of Peyer's patch	An Endothelial Cell That Is Part Of The Small Intestine Peyer'S Patch.	endothelial cell of Peyer's patch An Endothelial Cell That Is Part Of The Small Intestine Peyer'S Patch.
CL:1000412	endothelial cell of arteriole	An Endothelial Cell That Is Part Of The Arteriole.	endothelial cell of arteriole An Endothelial Cell That Is Part Of The Arteriole.
CL:1000413	endothelial cell of artery	A Blood Vessel Endothelial Cell That Is Part Of An Arterial Endothelium.	endothelial cell of artery A Blood Vessel Endothelial Cell That Is Part Of An Arterial Endothelium.
CL:1000414	endothelial cell of venule	An Endothelial Cell That Is Part Of The Venule.	endothelial cell of venule An Endothelial Cell That Is Part Of The Venule.
CL:1000415	epithelial cell of gall bladder	An Epithelial Cell That Is Part Of The Gallbladder.	epithelial cell of gall bladder An Epithelial Cell That Is Part Of The Gallbladder.
CL:1000416	myoepithelial cell of lactiferous gland	A Myoepithelial Cell That Is Part Of The Mammary Gland.	myoepithelial cell of lactiferous gland A Myoepithelial Cell That Is Part Of The Mammary Gland.
CL:1000417	myoepithelial cell of sweat gland	A Myoepithelial Cell That Is Part Of The Sweat Gland.	myoepithelial cell of sweat gland A Myoepithelial Cell That Is Part Of The Sweat Gland.
CL:1000418	myoepithelial cell of lactiferous alveolus	A Myoepithelial Cell That Is Part Of The Mammary Gland Alveolus.	myoepithelial cell of lactiferous alveolus A Myoepithelial Cell That Is Part Of The Mammary Gland Alveolus.
CL:1000419	myoepithelial cell of lactiferous duct	A Myoepithelial Cell That Is Part Of The Lactiferous Duct.	myoepithelial cell of lactiferous duct A Myoepithelial Cell That Is Part Of The Lactiferous Duct.
CL:1000420	myoepithelial cell of terminal lactiferous duct	A Myoepithelial Cell That Is Part Of The Terminal Lactiferous Duct.	myoepithelial cell of terminal lactiferous duct A Myoepithelial Cell That Is Part Of The Terminal Lactiferous Duct.
CL:1000424	chromaffin cell of paraaortic body	A Chromaffin Cell That Is Part Of The Paraaortic Body.	chromaffin cell of paraaortic body A Chromaffin Cell That Is Part Of The Paraaortic Body.
CL:1000425	chromaffin cell of paraganglion	A Chromaffin Cell That Is Part Of The Paraganglion.	chromaffin cell of paraganglion A Chromaffin Cell That Is Part Of The Paraganglion.
CL:1000426	chromaffin cell of adrenal gland	A Chromaffin Cell That Is Part Of The Adrenal Gland.	chromaffin cell of adrenal gland A Chromaffin Cell That Is Part Of The Adrenal Gland.
CL:1000427	adrenal cortex chromaffin cell	A Chromaffin Cell That Is Part Of The Adrenal Cortex.	adrenal cortex chromaffin cell A Chromaffin Cell That Is Part Of The Adrenal Cortex.
CL:1000428	stem cell of epidermis	A Somatic Stem Cell That Is Part Of The Epidermis.	stem cell of epidermis A Somatic Stem Cell That Is Part Of The Epidermis.
CL:1000432	conjunctival epithelial cell	An Epithelial Cell That Is Part Of The Conjunctiva.	conjunctival epithelial cell An Epithelial Cell That Is Part Of The Conjunctiva.
CL:1000433	epithelial cell of lacrimal canaliculus	An Epithelial Cell That Is Part Of The Lacrimal Canaliculus.	epithelial cell of lacrimal canaliculus An Epithelial Cell That Is Part Of The Lacrimal Canaliculus.
CL:1000434	epithelial cell of external acoustic meatus	An Epithelial Cell That Is Part Of The External Acoustic Meatus.	epithelial cell of external acoustic meatus An Epithelial Cell That Is Part Of The External Acoustic Meatus.
CL:1000435	epithelial cell of lacrimal duct	An Epithelial Cell That Is Part Of The Lacrimal Duct.	epithelial cell of lacrimal duct An Epithelial Cell That Is Part Of The Lacrimal Duct.
CL:1000436	epithelial cell of lacrimal sac	An Epithelial Cell That Is Part Of The Lacrimal Sac.	epithelial cell of lacrimal sac An Epithelial Cell That Is Part Of The Lacrimal Sac.
CL:1000437	epithelial cell of nasolacrimal duct	An Epithelial Cell That Is Part Of The Nasolacrimal Duct.	epithelial cell of nasolacrimal duct An Epithelial Cell That Is Part Of The Nasolacrimal Duct.
CL:1000438	epithelial cell of wall of inferior part of anal canal	An Epithelial Cell That Is Part Of The Wall Of Inferior Part Of Anal Canal.	epithelial cell of wall of inferior part of anal canal An Epithelial Cell That Is Part Of The Wall Of Inferior Part Of Anal Canal.
CL:1000441	epithelial cell of viscerocranial mucosa	An Epithelial Cell That Is Part Of The Viscerocranial Mucosa.	epithelial cell of viscerocranial mucosa An Epithelial Cell That Is Part Of The Viscerocranial Mucosa.
CL:1000442	urothelial cell of trigone of urinary bladder	An Urothelial Cell That Is Part Of The Trigone Of Urinary Bladder.	urothelial cell of trigone of urinary bladder An Urothelial Cell That Is Part Of The Trigone Of Urinary Bladder.
CL:1000443	ciliary muscle cell	A Smooth Muscle Cell That Is Part Of The Ciliary Body.	ciliary muscle cell A Smooth Muscle Cell That Is Part Of The Ciliary Body.
CL:1000444	mesothelial cell of anterior chamber of eye	A Mesothelial Cell That Is Part Of The Anterior Chamber Of Eyeball.	mesothelial cell of anterior chamber of eye A Mesothelial Cell That Is Part Of The Anterior Chamber Of Eyeball.
CL:1000445	myoepithelial cell of dilator pupillae	A Myoepithelial Cell That Is Part Of The Dilatator Pupillae.	myoepithelial cell of dilator pupillae A Myoepithelial Cell That Is Part Of The Dilatator Pupillae.
CL:1000447	epithelial cell of stratum germinativum of esophagus	A Basal Cell That Is Part Of The Epithelium Of Esophagus.	epithelial cell of stratum germinativum of esophagus A Basal Cell That Is Part Of The Epithelium Of Esophagus.
CL:1000448	epithelial cell of sweat gland	An Epithelial Cell That Is Part Of The Sweat Gland.	epithelial cell of sweat gland An Epithelial Cell That Is Part Of The Sweat Gland.
CL:1000449	epithelial cell of nephron	An Epithelial Cell That Is Part Of The Nephron.	epithelial cell of nephron An Epithelial Cell That Is Part Of The Nephron.
CL:1000450	epithelial cell of glomerular capsule	An Epithelial Cell That Is Part Of The Glomerular Capsule.	epithelial cell of glomerular capsule An Epithelial Cell That Is Part Of The Glomerular Capsule.
CL:1000451	epithelial cell of visceral layer of glomerular capsule	An Epithelial Cell That Is Part Of The Visceral Layer Of Glomerular Capsule.	epithelial cell of visceral layer of glomerular capsule An Epithelial Cell That Is Part Of The Visceral Layer Of Glomerular Capsule.
CL:1000452	parietal epithelial cell	An Epithelial Cell That Is Part Of The Glomerular Parietal Epithelium.	parietal epithelial cell An Epithelial Cell That Is Part Of The Glomerular Parietal Epithelium.
CL:1000453	epithelial cell of intermediate tubule	An Epithelial Cell That Is Part Of The Intermediate Tubule.	epithelial cell of intermediate tubule An Epithelial Cell That Is Part Of The Intermediate Tubule.
CL:1000454	kidney collecting duct epithelial cell	An Epithelial Cell That Is Part Of The Collecting Duct Of Renal Tubule.	kidney collecting duct epithelial cell An Epithelial Cell That Is Part Of The Collecting Duct Of Renal Tubule.
CL:1000456	mesothelial cell of parietal peritoneum	A Mesothelial Cell That Is Part Of The Parietal Peritoneum.	mesothelial cell of parietal peritoneum A Mesothelial Cell That Is Part Of The Parietal Peritoneum.
CL:1000457	mesothelial cell of visceral peritoneum	A Mesothelial Cell That Is Part Of The Visceral Peritoneum.	mesothelial cell of visceral peritoneum A Mesothelial Cell That Is Part Of The Visceral Peritoneum.
CL:1000458	melanocyte of skin	A Melanocyte That Is Part Of The Skin Of Body.	melanocyte of skin A Melanocyte That Is Part Of The Skin Of Body.
CL:1000465	chromaffin cell of ovary	A Chromaffin Cell That Is Part Of The Ovary.	chromaffin cell of ovary A Chromaffin Cell That Is Part Of The Ovary.
CL:1000466	chromaffin cell of right ovary	A Chromaffin Cell That Is Part Of The Right Ovary.	chromaffin cell of right ovary A Chromaffin Cell That Is Part Of The Right Ovary.
CL:1000467	chromaffin cell of left ovary	A Chromaffin Cell That Is Part Of The Left Ovary.	chromaffin cell of left ovary A Chromaffin Cell That Is Part Of The Left Ovary.
CL:1000468	myoepithelial cell of acinus of lactiferous gland	A Myoepithelial Cell That Is Part Of The Acinus Of Lactiferous Gland.	myoepithelial cell of acinus of lactiferous gland A Myoepithelial Cell That Is Part Of The Acinus Of Lactiferous Gland.
CL:1000469	myoepithelial cell of main lactiferous duct	A Myoepithelial Cell That Is Part Of The Main Lactiferous Duct.	myoepithelial cell of main lactiferous duct A Myoepithelial Cell That Is Part Of The Main Lactiferous Duct.
CL:1000470	myoepithelial cell of primary lactiferous duct	A Myoepithelial Cell That Is Part Of The Primary Lactiferous Duct.	myoepithelial cell of primary lactiferous duct A Myoepithelial Cell That Is Part Of The Primary Lactiferous Duct.
CL:1000471	myoepithelial cell of secondary lactiferous duct	A Myoepithelial Cell That Is Part Of The Secondary Lactiferous Duct.	myoepithelial cell of secondary lactiferous duct A Myoepithelial Cell That Is Part Of The Secondary Lactiferous Duct.
CL:1000472	myoepithelial cell of tertiary lactiferous duct	A Myoepithelial Cell That Is Part Of The Tertiary Lactiferous Duct.	myoepithelial cell of tertiary lactiferous duct A Myoepithelial Cell That Is Part Of The Tertiary Lactiferous Duct.
CL:1000473	myoepithelial cell of quarternary lactiferous duct	A Myoepithelial Cell That Is Part Of The Quarternary Lactiferous Duct.	myoepithelial cell of quarternary lactiferous duct A Myoepithelial Cell That Is Part Of The Quarternary Lactiferous Duct.
CL:1000477	cardiac pacemaker cell of sinoatrial node	A Nodal Myocyte That Is Part Of The Sinoatrial Node.	cardiac pacemaker cell of sinoatrial node A Nodal Myocyte That Is Part Of The Sinoatrial Node.
CL:1000478	transitional myocyte of sinoatrial node	A Transitional Myocyte That Is Part Of The Sinoatrial Node.	transitional myocyte of sinoatrial node A Transitional Myocyte That Is Part Of The Sinoatrial Node.
CL:1000479	Purkinje myocyte of atrioventricular node	A Purkinje Myocyte That Is Part Of The Atrioventricular Node.	Purkinje myocyte of atrioventricular node A Purkinje Myocyte That Is Part Of The Atrioventricular Node.
CL:1000480	transitional myocyte of internodal tract	A Transitional Myocyte That Is Part Of The Internodal Tract.	transitional myocyte of internodal tract A Transitional Myocyte That Is Part Of The Internodal Tract.
CL:1000481	transitional myocyte of atrioventricular bundle	A Transitional Myocyte That Is Part Of The Atrioventricular Bundle.	transitional myocyte of atrioventricular bundle A Transitional Myocyte That Is Part Of The Atrioventricular Bundle.
CL:1000482	myocardial endocrine cell of interventricular septum	A Myocardial Endocrine Cell That Is Part Of The Interventricular Septum.	myocardial endocrine cell of interventricular septum A Myocardial Endocrine Cell That Is Part Of The Interventricular Septum.
CL:1000483	Purkinje myocyte of internodal tract	A Purkinje Myocyte That Is Part Of The Internodal Tract.	Purkinje myocyte of internodal tract A Purkinje Myocyte That Is Part Of The Internodal Tract.
CL:1000484	Purkinje myocyte of atrioventricular bundle	A Purkinje Myocyte That Is Part Of The Atrioventricular Bundle.	Purkinje myocyte of atrioventricular bundle A Purkinje Myocyte That Is Part Of The Atrioventricular Bundle.
CL:1000486	basal cell of urothelium	A Basal Cell That Is Part Of The Urothelium.	basal cell of urothelium A Basal Cell That Is Part Of The Urothelium.
CL:1000487	smooth muscle cell of prostate	A Smooth Muscle Cell That Is Part Of The Prostate Gland.	smooth muscle cell of prostate A Smooth Muscle Cell That Is Part Of The Prostate Gland.
CL:1000488	cholangiocyte	An Epithelial Cell That Is Part Of The Bile Duct. Cholangiocytes Contribute To Bile Secretion Via Net Release Of Bicarbonate And Water. They Are Cuboidal Epithelium In The Small Interlobular Bile Ducts, But Become Columnar And Mucus Secreting In Larger Bile Ducts Approaching The Porta Hepatis And The Extrahepatic Ducts.	cholangiocyte An Epithelial Cell That Is Part Of The Bile Duct. Cholangiocytes Contribute To Bile Secretion Via Net Release Of Bicarbonate And Water. They Are Cuboidal Epithelium In The Small Interlobular Bile Ducts, But Become Columnar And Mucus Secreting In Larger Bile Ducts Approaching The Porta Hepatis And The Extrahepatic Ducts.
CL:1000489	reticular cell of splenic cord	A Reticular Cell That Is Part Of The Splenic Cord.	reticular cell of splenic cord A Reticular Cell That Is Part Of The Splenic Cord.
CL:1000490	mesothelial cell of peritoneum	A Mesothelial Cell That Is Part Of The Peritoneum.	mesothelial cell of peritoneum A Mesothelial Cell That Is Part Of The Peritoneum.
CL:1000491	mesothelial cell of pleura	A Mesothelial Cell That Is Part Of The Pleura.	mesothelial cell of pleura A Mesothelial Cell That Is Part Of The Pleura.
CL:1000492	mesothelial cell of parietal pleura	A Mesothelial Cell That Is Part Of The Parietal Pleura.	mesothelial cell of parietal pleura A Mesothelial Cell That Is Part Of The Parietal Pleura.
CL:1000493	mesothelial cell of visceral pleura	A Mesothelial Cell That Is Part Of The Visceral Pleura.	mesothelial cell of visceral pleura A Mesothelial Cell That Is Part Of The Visceral Pleura.
CL:1000494	nephron tubule epithelial cell	An Epithelial Cell That Is Part Of A Nephron Tubule.	nephron tubule epithelial cell An Epithelial Cell That Is Part Of A Nephron Tubule.
CL:1000495	small intestine goblet cell	A Goblet Cell That Is Part Of The Small Intestine.	small intestine goblet cell A Goblet Cell That Is Part Of The Small Intestine.
CL:1000497	kidney cell		kidney cell
CL:1000500	kidney interstitial cell		kidney interstitial cell
CL:1000504	kidney medulla cell		kidney medulla cell
CL:1000505	kidney pelvis cell		kidney pelvis cell
CL:1000507	kidney tubule cell		kidney tubule cell
CL:1000510	kidney glomerular epithelial cell		kidney glomerular epithelial cell
CL:1000546	kidney medulla collecting duct epithelial cell		kidney medulla collecting duct epithelial cell
CL:1000547	kidney inner medulla collecting duct epithelial cell		kidney inner medulla collecting duct epithelial cell
CL:1000548	kidney outer medulla collecting duct epithelial cell		kidney outer medulla collecting duct epithelial cell
CL:1000549	kidney cortex collecting duct epithelial cell		kidney cortex collecting duct epithelial cell
CL:1000550	kidney papillary duct principal epithelial cell		kidney papillary duct principal epithelial cell
CL:1000596	inner renal cortex cell		inner renal cortex cell
CL:1000597	papillary tips cell		papillary tips cell
CL:1000600	lower urinary tract cell		lower urinary tract cell
CL:1000601	ureteral cell		ureteral cell
CL:1000606	kidney nerve cell		kidney nerve cell
CL:1000612	kidney corpuscule cell		kidney corpuscule cell
CL:1000615	kidney cortex tubule cell		kidney cortex tubule cell
CL:1000616	kidney outer medulla cell		kidney outer medulla cell
CL:1000617	kidney inner medulla cell		kidney inner medulla cell
CL:1000618	juxtaglomerular complex cell		juxtaglomerular complex cell
CL:1000681	kidney cortex interstitial cell		kidney cortex interstitial cell
CL:1000682	kidney medulla interstitial cell		kidney medulla interstitial cell
CL:1000691	kidney interstitial myofibroblast		kidney interstitial myofibroblast
CL:1000692	kidney interstitial fibroblast		kidney interstitial fibroblast
CL:1000693	kidney interstitial fibrocyte		kidney interstitial fibrocyte
CL:1000695	kidney interstitial alternatively activated macrophage		kidney interstitial alternatively activated macrophage
CL:1000696	kidney interstitial inflammatory macrophage		kidney interstitial inflammatory macrophage
CL:1000697	kidney interstitial suppressor macrophage		kidney interstitial suppressor macrophage
CL:1000698	kidney resident macrophage		kidney resident macrophage
CL:1000699	kidney resident dendritic cell		kidney resident dendritic cell
CL:1000702	kidney pelvis smooth muscle cell		kidney pelvis smooth muscle cell
CL:1000703	kidney pelvis urothelial cell		kidney pelvis urothelial cell
CL:1000706	ureter urothelial cell		ureter urothelial cell
CL:1000708	ureter adventitial cell		ureter adventitial cell
CL:1000714	kidney cortex collecting duct principal cell		kidney cortex collecting duct principal cell
CL:1000715	kidney cortex collecting duct intercalated cell		kidney cortex collecting duct intercalated cell
CL:1000716	kidney outer medulla collecting duct principal cell		kidney outer medulla collecting duct principal cell
CL:1000717	kidney outer medulla collecting duct intercalated cell		kidney outer medulla collecting duct intercalated cell
CL:1000718	kidney inner medulla collecting duct principal cell		kidney inner medulla collecting duct principal cell
CL:1000719	kidney inner medulla collecting duct intercalated cell		kidney inner medulla collecting duct intercalated cell
CL:1000720	kidney papillary duct intercalated cell		kidney papillary duct intercalated cell
CL:1000721	kidney papillary duct principal cell		kidney papillary duct principal cell
CL:1000742	glomerular mesangial cell	Intraglomerular Mesangial Cells Are Specialized Pericytes Located Among The Glomerular Capillaries Within A Renal Corpuscle Of A Kidney.	glomerular mesangial cell Intraglomerular Mesangial Cells Are Specialized Pericytes Located Among The Glomerular Capillaries Within A Renal Corpuscle Of A Kidney.
CL:1000746	glomerular cell		glomerular cell
CL:1000768	kidney connecting tubule epithelial cell		kidney connecting tubule epithelial cell
CL:1000803	kidney inner medulla interstitial cell		kidney inner medulla interstitial cell
CL:1000804	kidney outer medulla interstitial cell		kidney outer medulla interstitial cell
